Invoice ID,City,StoreName,Gender,Categories,Cost Price / unit,Quantity,Total Cost,Date,Payment,Gross margin percentage,Gross income,Rating,Demand,Supply,Profit in %,sales
489,Surat,MangoTree Grocery Express,Male,Home and lifestyle,22.96,1,22.96,23-03-2022,Cash,15%,1.148,4.3,25.86833765,0.794393705,21.812,27.96804
490,Pune,Deshi Dukan Groceries,Female,Home and lifestyle,77.68,9,699.12,04-01-2020,Ewallet,15%,34.956,9.8,70.37208601,47.52219188,664.164,5342.42336
491,Mumbai,Urban Essentials Superstore,Female,Fashion accessories,34.7,2,69.4,29-03-2020,Ewallet,15%,3.47,8.2,3.057841484,47.95221013,65.93,115.15542
492,Delhi,Krishi Kendra Grocers,Female,Fashion accessories,19.66,10,196.6,15-11-2021,Credit card,15%,9.83,7.2,79.69334752,32.33774586,186.77,563.78982
493,Bangalore,SpiceRoots Grocery House,Female,Health and beauty,25.32,8,202.56,05-10-2021,Ewallet,15%,10.128,8.7,91.28675403,14.80867664,192.432,592.35026
494,Kolkata,Farmers' Delight Emporium,Female,Home and lifestyle,12.12,10,121.2,14-07-2022,Credit card,15%,6.06,8.4,17.810402,33.38389288,115.14,260.74968
495,Chennai,Shree Ganesh Provisions,Male,Fashion accessories,99.89,2,199.78,25-04-2021,Ewallet,15%,9.989,7.1,45.8018808,37.62635074,189.791,578.94446
496,Ahemdabad,HealthyHub Grocery ,Male,Sports and travel,75.92,8,607.36,04-03-2022,Cash,15%,30.368,5.5,15.77982672,4.732906055,576.992,4111.77861
497,Hyderabad,Bharat Bazaar,Female,Electronic accessories,63.22,2,126.44,23-11-2022,Cash,15%,6.322,8.5,16.26715148,21.97559194,120.118,278.31720
498,Kanpur,Sapna Supermarket,Female,Food and beverages,90.24,6,541.44,25-01-2022,Cash,15%,27.072,6.2,69.54816665,10.40757644,514.368,3326.43410
499,Surat,FreshBasket Grocery Store,Female,Sports and travel,98.13,1,98.13,21-12-2022,Cash,15%,4.9065,8.9,73.154781,14.98325376,93.2235,189.61022
500,Pune,Sundar Sweets and Groceries,Female,Sports and travel,51.52,8,412.16,13-05-2021,Cash,15%,20.608,9.6,88.77402739,23.52476307,391.552,2025.98072
501,Mumbai,Green Mart Groceries,Male,Sports and travel,73.97,1,73.97,20-11-2020,Credit card,15%,3.6985,5.4,78.17715424,0.339520909,70.2715,125.94983
502,Delhi,Indian Spice Bazaar,Female,Fashion accessories,31.9,1,31.9,29-09-2020,Ewallet,15%,1.595,9.1,12.0347195,16.24247071,30.305,41.56730
503,Bangalore,EcoFresh Grocery Haven,Male,Home and lifestyle,69.4,2,138.8,28-07-2020,Ewallet,15%,6.94,9,31.85821909,8.561404525,131.86,321.82168
504,Kolkata,Golden Harvest Provisions,Female,Sports and travel,93.31,2,186.62,25-05-2021,Cash,15%,9.331,6.3,94.65414719,18.39498628,177.289,517.47673
505,Chennai,Sarvodaya Supermart,Male,Sports and travel,88.45,1,88.45,07-08-2021,Credit card,15%,4.4225,9.5,48.75732884,1.482846126,84.0275,162.77232
506,Ahemdabad,Nirvana Grocer's Paradise,Male,Electronic accessories,24.18,8,193.44,24-11-2021,Ewallet,15%,9.672,9.8,54.92705482,3.990032836,183.768,548.92082
507,Hyderabad,TastyBite Provision Store,Female,Sports and travel,48.5,3,145.5,21-02-2022,Cash,15%,7.275,6.7,42.31948026,12.20743582,138.225,346.61738
508,Kanpur,Nature's Bounty Mart,Female,Food and beverages,84.05,6,504.3,12-02-2020,Credit card,15%,25.215,7.7,58.69742885,38.36219241,479.085,2920.32566
509,Surat,MangoTree Grocery Express,Male,Health and beauty,61.29,5,306.45,12-03-2022,Cash,15%,15.3225,7,7.550138002,20.64429406,291.1275,1198.61022
510,Pune,Deshi Dukan Groceries,Female,Home and lifestyle,15.95,6,95.7,14-04-2022,Credit card,15%,4.785,5.1,7.470923942,19.9850049,90.915,182.70566
511,Mumbai,Urban Essentials Superstore,Female,Sports and travel,90.74,7,635.18,21-03-2020,Credit card,15%,31.759,6.2,23.68861475,12.12121958,603.421,4467.98951
512,Delhi,Krishi Kendra Grocers,Female,Home and lifestyle,42.91,5,214.55,27-05-2022,Ewallet,15%,10.7275,6.1,69.75957939,40.45212594,203.8225,651.85117
513,Bangalore,SpiceRoots Grocery House,Female,Fashion accessories,54.28,7,379.96,13-08-2022,Ewallet,15%,18.998,9.3,32.15663494,22.08714777,360.962,1751.47122
514,Kolkata,Farmers' Delight Emporium,Male,Electronic accessories,99.55,7,696.85,29-08-2022,Cash,15%,34.8425,7.6,10.36534118,34.76302252,662.0075,5310.04926
515,Chennai,Shree Ganesh Provisions,Male,Sports and travel,58.39,7,408.73,31-07-2021,Credit card,15%,20.4365,8.2,85.44864624,46.7574449,388.2935,1995.80202
516,Ahemdabad,HealthyHub Grocery ,Female,Fashion accessories,51.47,1,51.47,19-07-2020,Ewallet,15%,2.5735,8.5,26.15373231,18.74374296,48.8965,76.63703
517,Hyderabad,Bharat Bazaar,Male,Health and beauty,54.86,5,274.3,26-11-2020,Ewallet,15%,13.715,9.8,95.95015328,40.67373118,260.585,989.08466
518,Kanpur,Sapna Supermarket,Male,Home and lifestyle,39.39,5,196.95,23-12-2021,Credit card,15%,9.8475,8.7,17.19862666,36.91669983,187.1025,565.44837
519,Surat,FreshBasket Grocery Store,Male,Home and lifestyle,34.73,2,69.46,09-04-2022,Ewallet,15%,3.473,9.7,96.72104464,29.77797798,65.987,115.29457
520,Pune,Sundar Sweets and Groceries,Male,Sports and travel,71.92,5,359.6,19-05-2021,Credit card,15%,17.98,4.3,89.22913152,40.79142209,341.62,1588.06552
521,Mumbai,Green Mart Groceries,Female,Electronic accessories,45.71,3,137.13,22-07-2020,Credit card,15%,6.8565,7.7,11.10756263,9.28744384,130.2735,315.77405
522,Delhi,Indian Spice Bazaar,Female,Home and lifestyle,83.17,6,499.02,12-02-2022,Cash,15%,24.951,7.3,70.25752419,43.98094269,474.069,2864.71912
523,Bangalore,EcoFresh Grocery Haven,Female,Home and lifestyle,37.44,6,224.64,03-04-2022,Credit card,15%,11.232,5.9,57.09144246,38.9302865,213.408,704.03973
524,Kolkata,Golden Harvest Provisions,Male,Health and beauty,62.87,2,125.74,30-10-2021,Cash,15%,6.287,5,39.11772216,47.85018461,119.453,275.94020
525,Chennai,Sarvodaya Supermart,Male,Food and beverages,81.71,6,490.26,09-12-2021,Credit card,15%,24.513,8,9.845953583,46.15109955,465.747,2773.63124
526,Ahemdabad,Nirvana Grocer's Paradise,Female,Sports and travel,91.41,5,457.05,07-04-2020,Ewallet,15%,22.8525,7.1,29.87843429,35.56569693,434.1975,2441.54967
527,Hyderabad,TastyBite Provision Store,Male,Fashion accessories,39.21,4,156.84,29-05-2020,Credit card,15%,7.842,9,63.87963493,8.800221391,148.998,390.52846
528,Kanpur,Nature's Bounty Mart,Male,Fashion accessories,59.86,2,119.72,19-03-2020,Ewallet,15%,5.986,6.7,34.5865514,1.239861055,113.734,255.88234
529,Surat,MangoTree Grocery Express,Female,Food and beverages,54.36,10,543.6,08-11-2022,Credit card,15%,27.18,6.1,37.68568072,37.90065975,516.42,3350.85912
530,Pune,Deshi Dukan Groceries,Male,Sports and travel,98.09,9,882.81,23-04-2022,Cash,15%,44.1405,9.3,3.354203315,41.26057267,838.6695,8286.66821
531,Mumbai,Urban Essentials Superstore,Male,Health and beauty,25.43,6,152.58,31-07-2022,Ewallet,15%,7.629,7,75.10966168,19.33197126,144.951,373.74624
532,Delhi,Krishi Kendra Grocers,Male,Fashion accessories,86.68,8,693.44,03-09-2020,Credit card,15%,34.672,7.2,47.13522892,12.03693458,658.768,5261.60082
533,Bangalore,SpiceRoots Grocery House,Male,Electronic accessories,22.95,10,229.5,03-05-2021,Ewallet,15%,11.475,8.2,93.60362537,6.584229783,218.025,729.86738
534,Kolkata,Farmers' Delight Emporium,Female,Food and beverages,16.31,9,146.79,03-03-2021,Ewallet,15%,7.3395,8.4,13.35143497,31.90110962,139.4505,351.48939
535,Chennai,Shree Ganesh Provisions,Female,Home and lifestyle,28.32,5,141.6,08-02-2021,Ewallet,15%,7.08,6.2,93.23832781,10.54643018,134.52,332.08032
536,Ahemdabad,HealthyHub Grocery ,Male,Home and lifestyle,16.67,7,116.69,16-08-2022,Ewallet,15%,5.8345,7.4,47.32064648,4.199717408,110.8555,246.04728
537,Hyderabad,Bharat Bazaar,Female,Fashion accessories,73.96,1,73.96,06-05-2021,Credit card,15%,3.698,5,87.64041321,46.06359531,70.262,125.92578
538,Kanpur,Sapna Supermarket,Male,Home and lifestyle,97.94,1,97.94,06-11-2020,Ewallet,15%,4.897,6.9,3.262472199,16.16039951,93.043,189.06631
539,Surat,FreshBasket Grocery Store,Female,Fashion accessories,73.05,4,292.2,04-08-2020,Credit card,15%,14.61,4.9,78.8804916,5.04716971,277.59,1103.31798
540,Pune,Sundar Sweets and Groceries,Female,Food and beverages,87.48,6,524.88,04-05-2021,Ewallet,15%,26.244,5.1,82.93827483,1.006534764,498.636,3142.12064
541,Mumbai,Green Mart Groceries,Male,Home and lifestyle,30.68,3,92.04,17-06-2020,Ewallet,15%,4.602,9.1,77.20667546,1.640175927,87.438,172.51794
542,Delhi,Indian Spice Bazaar,Male,Health and beauty,75.88,1,75.88,03-02-2020,Credit card,15%,3.794,7.1,23.86240284,16.90162391,72.086,130.57886
543,Bangalore,EcoFresh Grocery Haven,Female,Sports and travel,20.18,4,80.72,22-07-2021,Credit card,15%,4.036,5,28.59077244,27.06927908,76.684,142.61932
544,Kolkata,Golden Harvest Provisions,Male,Electronic accessories,18.77,6,112.62,01-07-2021,Credit card,15%,5.631,5.5,11.10826173,49.29490619,106.989,233.11101
545,Chennai,Sarvodaya Supermart,Female,Food and beverages,71.2,1,71.2,25-10-2021,Credit card,15%,3.56,9.2,11.95482298,30.51184862,67.64,119.35968
546,Ahemdabad,Nirvana Grocer's Paradise,Male,Home and lifestyle,38.81,4,155.24,26-02-2021,Ewallet,15%,7.762,4.9,68.31387078,11.62863217,147.478,384.18485
547,Hyderabad,TastyBite Provision Store,Female,Fashion accessories,29.42,10,294.2,23-03-2020,Ewallet,15%,14.71,8.9,10.76241751,6.813219968,279.49,1116.45958
548,Kanpur,Nature's Bounty Mart,Male,Sports and travel,60.95,9,548.55,23-11-2021,Credit card,15%,27.4275,6,84.99605466,25.22659338,521.1225,3407.16747
549,Surat,MangoTree Grocery Express,Female,Sports and travel,51.54,5,257.7,24-03-2021,Cash,15%,12.885,4.2,72.38767256,11.00108772,244.815,888.58826
550,Pune,Deshi Dukan Groceries,Female,Electronic accessories,66.06,6,396.36,06-03-2021,Cash,15%,19.818,7.3,98.577913,9.172161727,376.542,1888.82187
551,Mumbai,Urban Essentials Superstore,Male,Fashion accessories,57.27,3,171.81,18-10-2020,Ewallet,15%,8.5905,6.5,82.66243695,17.58139918,163.2195,452.23742
552,Delhi,Krishi Kendra Grocers,Female,Fashion accessories,54.31,9,488.79,21-01-2020,Cash,15%,24.4395,8.9,30.32344512,7.858240403,464.3505,2758.48881
553,Bangalore,SpiceRoots Grocery House,Female,Health and beauty,58.24,9,524.16,05-02-2021,Cash,15%,26.208,9.7,34.19462143,13.82578028,497.952,3134.22520
554,Kolkata,Farmers' Delight Emporium,Male,Electronic accessories,22.21,6,133.26,17-04-2020,Credit card,15%,6.663,8.6,24.41265271,42.23471059,126.597,301.96316
555,Chennai,Shree Ganesh Provisions,Male,Electronic accessories,19.32,7,135.24,29-04-2021,Cash,15%,6.762,6.9,98.8366824,7.07587731,128.478,308.99365
556,Ahemdabad,HealthyHub Grocery ,Male,Home and lifestyle,37.48,3,112.44,02-12-2020,Credit card,15%,5.622,7.7,75.51097919,44.07064682,106.818,232.54616
557,Hyderabad,Bharat Bazaar,Female,Fashion accessories,72.04,2,144.08,18-02-2020,Cash,15%,7.204,9.5,95.73943126,23.66102528,136.876,341.29094
558,Kanpur,Sapna Supermarket,Female,Food and beverages,98.52,10,985.2,17-02-2021,Ewallet,15%,49.26,4.5,12.16635318,22.75835218,935.94,10206.08088
559,Surat,FreshBasket Grocery Store,Male,Food and beverages,41.66,6,249.96,03-01-2020,Ewallet,15%,12.498,5.6,78.28760177,39.81544553,237.462,843.52002
560,Pune,Sundar Sweets and Groceries,Female,Home and lifestyle,72.42,3,217.26,26-04-2021,Ewallet,15%,10.863,8.2,32.65408214,12.65115041,206.397,665.67812
561,Mumbai,Green Mart Groceries,Male,Electronic accessories,21.58,9,194.22,13-07-2022,Cash,15%,9.711,7.3,69.72072846,6.451888875,184.509,552.57338
562,Delhi,Indian Spice Bazaar,Male,Food and beverages,89.2,10,892,13-09-2020,Credit card,15%,44.6,4.4,22.7148394,27.27784883,847.4,8450.80800
563,Bangalore,EcoFresh Grocery Haven,Female,Electronic accessories,42.42,8,339.36,05-08-2020,Ewallet,15%,16.968,5.7,20.95225945,3.237826833,322.392,1433.42949
564,Kolkata,Golden Harvest Provisions,Male,Electronic accessories,74.51,6,447.06,31-12-2020,Ewallet,15%,22.353,5,47.16310092,4.899110834,424.707,2345.75511
565,Chennai,Sarvodaya Supermart,Male,Fashion accessories,99.25,2,198.5,30-07-2020,Cash,15%,9.925,9,4.351757267,3.49745747,188.575,572.82138
566,Ahemdabad,Nirvana Grocer's Paradise,Female,Food and beverages,81.21,10,812.1,13-05-2022,Credit card,15%,40.605,6.3,0.736232869,20.07228164,771.495,7077.41090
567,Hyderabad,TastyBite Provision Store,Female,Sports and travel,49.33,10,493.3,26-08-2022,Credit card,15%,24.665,9.4,67.37242862,25.6361084,468.635,2805.07646
568,Kanpur,Nature's Bounty Mart,Female,Fashion accessories,65.74,9,591.66,09-04-2022,Cash,15%,29.583,7.7,85.88633431,47.21836608,562.077,3917.24478
569,Surat,MangoTree Grocery Express,Female,Fashion accessories,79.86,7,559.02,22-05-2021,Credit card,15%,27.951,5.5,80.78891152,25.24220239,531.069,3527.80192
570,Pune,Deshi Dukan Groceries,Female,Sports and travel,73.98,7,517.86,13-11-2022,Ewallet,15%,25.893,4.1,79.01311845,22.51282766,491.967,3065.56031
571,Mumbai,Urban Essentials Superstore,Female,Home and lifestyle,82.04,5,410.2,26-02-2020,Credit card,15%,20.51,7.6,10.69859086,47.3561318,389.69,2008.70838
572,Delhi,Krishi Kendra Grocers,Male,Sports and travel,26.67,10,266.7,27-01-2020,Cash,15%,13.335,8.6,7.789784124,17.24159225,253.365,942.42446
573,Bangalore,SpiceRoots Grocery House,Male,Food and beverages,10.13,7,70.91,20-06-2020,Ewallet,15%,3.5455,8.3,33.31085252,23.88093826,67.3645,118.67817
574,Kolkata,Farmers' Delight Emporium,Male,Food and beverages,72.39,2,144.78,24-12-2022,Credit card,15%,7.239,8.1,59.69173049,1.97792224,137.541,343.91186
575,Chennai,Shree Ganesh Provisions,Male,Sports and travel,85.91,5,429.55,05-09-2021,Credit card,15%,21.4775,8.6,14.19512747,37.7531712,408.0725,2182.42542
576,Ahemdabad,HealthyHub Grocery ,Male,Fashion accessories,81.31,7,569.17,21-06-2021,Ewallet,15%,28.4585,6.3,69.68586337,42.93449593,540.7115,3646.73765
577,Hyderabad,Bharat Bazaar,Male,Food and beverages,60.3,4,241.2,27-09-2022,Cash,15%,12.06,5.8,97.32889444,48.76293591,229.14,793.88568
578,Kanpur,Sapna Supermarket,Male,Food and beverages,31.77,4,127.08,18-11-2022,Ewallet,15%,6.354,6.2,34.12828406,35.95125608,120.726,280.49860
579,Surat,FreshBasket Grocery Store,Female,Health and beauty,64.27,4,257.08,04-02-2021,Cash,15%,12.854,7.7,72.33091234,6.606849238,244.226,884.93620
580,Pune,Sundar Sweets and Groceries,Male,Health and beauty,69.51,2,139.02,05-11-2020,Ewallet,15%,6.951,8.1,39.86635635,32.62396502,132.069,322.62232
581,Mumbai,Green Mart Groceries,Male,Food and beverages,27.22,3,81.66,03-06-2022,Cash,15%,4.083,7.3,14.98950263,3.747327948,77.577,145.00938
582,Delhi,Indian Spice Bazaar,Female,Health and beauty,77.68,4,310.72,03-03-2021,Cash,15%,15.536,8.4,63.91685314,30.19424374,295.184,1227.91573
583,Bangalore,EcoFresh Grocery Haven,Female,Fashion accessories,92.98,2,185.96,06-10-2021,Credit card,15%,9.298,8,96.33982559,42.87035872,176.662,514.48066
584,Kolkata,Golden Harvest Provisions,Female,Fashion accessories,18.08,4,72.32,13-07-2021,Credit card,15%,3.616,9.5,65.6235106,21.19552889,68.704,122.00673
585,Chennai,Sarvodaya Supermart,Male,Sports and travel,63.06,3,189.18,11-06-2022,Ewallet,15%,9.459,7,21.51445373,5.699330906,179.721,529.17619
586,Ahemdabad,Nirvana Grocer's Paradise,Male,Health and beauty,51.71,4,206.84,28-11-2022,Credit card,15%,10.342,9.8,37.94866168,14.63980652,196.498,613.27646
587,Hyderabad,TastyBite Provision Store,Female,Food and beverages,52.34,3,157.02,22-12-2021,Cash,15%,7.851,9.2,3.809421533,42.08086703,149.169,391.24516
588,Kanpur,Nature's Bounty Mart,Female,Sports and travel,43.06,5,215.3,27-09-2020,Ewallet,15%,10.765,7.7,53.31921917,30.3016129,204.535,655.66386
589,Surat,MangoTree Grocery Express,Male,Fashion accessories,59.61,10,596.1,27-07-2020,Cash,15%,29.805,5.3,31.69579479,40.03786323,566.295,3971.78450
590,Pune,Deshi Dukan Groceries,Male,Health and beauty,14.62,5,73.1,13-07-2021,Cash,15%,3.655,4.4,14.87147366,7.457244167,69.445,123.86430
591,Mumbai,Urban Essentials Superstore,Male,Health and beauty,46.53,6,279.18,24-02-2021,Credit card,15%,13.959,4.3,63.14952801,13.97757995,265.221,1019.62399
592,Delhi,Krishi Kendra Grocers,Female,Home and lifestyle,24.24,7,169.68,01-11-2020,Ewallet,15%,8.484,9.4,34.23401707,39.57710774,161.196,443.19737
593,Bangalore,SpiceRoots Grocery House,Female,Sports and travel,45.58,1,45.58,12-04-2021,Cash,15%,2.279,9.8,33.64311521,24.3597136,43.301,65.31660
594,Kolkata,Farmers' Delight Emporium,Female,Sports and travel,75.2,3,225.6,03-03-2021,Ewallet,15%,11.28,4.8,38.09543032,40.10540689,214.32,709.10592
595,Chennai,Shree Ganesh Provisions,Male,Sports and travel,96.8,3,290.4,13-07-2022,Cash,15%,14.52,5.3,28.66420426,22.29360192,275.88,1091.55552
596,Ahemdabad,HealthyHub Grocery ,Male,Health and beauty,14.82,3,44.46,26-04-2021,Credit card,15%,2.223,8.7,48.39675363,25.18651387,42.237,63.23857
597,Hyderabad,Bharat Bazaar,Male,Food and beverages,52.2,3,156.6,04-10-2021,Credit card,15%,7.83,9.5,21.09696627,10.52728741,148.77,389.57382
598,Kanpur,Sapna Supermarket,Female,Sports and travel,46.66,9,419.94,28-11-2021,Ewallet,15%,20.997,5.3,59.67141443,19.61717111,398.943,2095.26123
599,Surat,FreshBasket Grocery Store,Female,Fashion accessories,36.85,5,184.25,05-03-2020,Cash,15%,9.2125,9.2,11.13222519,36.94572335,175.0375,506.75659
600,Pune,Sundar Sweets and Groceries,Female,Home and lifestyle,70.32,2,140.64,20-04-2022,Ewallet,15%,7.032,9.6,91.14581581,40.17114027,133.608,328.54629
601,Mumbai,Green Mart Groceries,Male,Electronic accessories,83.08,1,83.08,06-01-2022,Ewallet,15%,4.154,6.4,10.29782405,31.11663394,78.926,148.65172
602,Delhi,Indian Spice Bazaar,Female,Fashion accessories,64.99,1,64.99,08-07-2020,Credit card,15%,3.2495,4.5,0.490308691,36.07325932,61.7405,105.11515
603,Bangalore,EcoFresh Grocery Haven,Male,Food and beverages,77.56,10,775.6,21-07-2020,Ewallet,15%,38.78,6.9,32.20450987,25.33223889,736.82,6490.37592
604,Kolkata,Golden Harvest Provisions,Female,Sports and travel,54.51,6,327.06,04-05-2021,Ewallet,15%,16.353,7.8,35.6879313,34.52566217,310.707,1343.25831
605,Chennai,Sarvodaya Supermart,Female,Fashion accessories,51.89,7,363.23,01-07-2020,Cash,15%,18.1615,4.5,33.75201182,16.56105681,345.0685,1616.62231
606,Ahemdabad,Nirvana Grocer's Paradise,Male,Home and lifestyle,31.75,4,127,22-10-2020,Cash,15%,6.35,8.6,3.765518967,28.30907157,120.65,280.22550
607,Hyderabad,TastyBite Provision Store,Female,Fashion accessories,53.65,7,375.55,24-08-2021,Ewallet,15%,18.7775,5.2,5.397810208,11.65150043,356.7725,1715.40912
608,Kanpur,Nature's Bounty Mart,Female,Food and beverages,49.79,4,199.16,15-07-2020,Credit card,15%,9.958,6.4,49.69974224,43.30786998,189.202,575.97470
609,Surat,MangoTree Grocery Express,Male,Fashion accessories,30.61,1,30.61,06-09-2022,Ewallet,15%,1.5305,5.2,40.08623864,49.84332757,29.0795,39.51123
610,Pune,Deshi Dukan Groceries,Male,Food and beverages,57.89,2,115.78,18-03-2020,Ewallet,15%,5.789,8.9,14.52135355,13.24653622,109.991,243.12758
611,Mumbai,Urban Essentials Superstore,Female,Electronic accessories,28.96,1,28.96,15-05-2022,Credit card,15%,1.448,6.2,85.0451668,26.08038216,27.512,36.92748
612,Delhi,Krishi Kendra Grocers,Female,Food and beverages,98.97,9,890.73,29-08-2021,Cash,15%,44.5365,6.7,77.10871109,31.40531562,846.1935,8428.02936
613,Bangalore,SpiceRoots Grocery House,Male,Fashion accessories,93.22,3,279.66,14-07-2020,Cash,15%,13.983,7.2,85.63456308,35.76503928,265.677,1022.65230
614,Kolkata,Farmers' Delight Emporium,Male,Sports and travel,80.93,1,80.93,26-01-2020,Credit card,15%,4.0465,9,50.84764355,26.54957909,76.8835,143.15182
615,Chennai,Shree Ganesh Provisions,Male,Food and beverages,67.45,10,674.5,23-07-2020,Ewallet,15%,33.725,4.2,57.98215867,44.55008764,640.775,4996.52738
616,Ahemdabad,HealthyHub Grocery ,Female,Sports and travel,38.72,9,348.48,24-10-2020,Ewallet,15%,17.424,4.2,24.75439734,35.51116738,331.056,1502.14395
617,Hyderabad,Bharat Bazaar,Male,Sports and travel,72.6,6,435.6,26-05-2021,Cash,15%,21.78,6.9,36.75949194,38.41260135,413.82,2238.19992
618,Kanpur,Sapna Supermarket,Male,Electronic accessories,87.91,5,439.55,27-06-2022,Ewallet,15%,21.9775,4.4,2.957465301,8.748057115,417.5725,2274.98992
619,Surat,FreshBasket Grocery Store,Male,Food and beverages,98.53,6,591.18,02-02-2020,Credit card,15%,29.559,4,30.15824282,15.64868624,561.621,3911.37103
620,Pune,Sundar Sweets and Groceries,Female,Fashion accessories,43.46,6,260.76,24-12-2020,Ewallet,15%,13.038,8.5,13.90146821,26.42660466,247.722,906.71989
621,Mumbai,Green Mart Groceries,Female,Food and beverages,71.68,3,215.04,08-12-2021,Credit card,15%,10.752,9.2,59.74769039,10.52469129,204.288,654.34092
622,Delhi,Indian Spice Bazaar,Female,Food and beverages,91.61,1,91.61,25-03-2022,Cash,15%,4.5805,9.8,95.06240316,18.31291259,87.0295,171.33773
623,Bangalore,EcoFresh Grocery Haven,Female,Home and lifestyle,94.59,7,662.13,19-10-2022,Credit card,15%,33.1065,4.9,99.53964869,0.97794441,629.0235,4827.08330
624,Kolkata,Golden Harvest Provisions,Female,Fashion accessories,83.25,10,832.5,03-04-2020,Credit card,15%,41.625,4.4,40.32897989,1.204510894,790.875,7416.53438
625,Chennai,Sarvodaya Supermart,Male,Fashion accessories,91.35,1,91.35,16-08-2022,Cash,15%,4.5675,6.8,8.932525833,40.87291477,86.7825,170.62581
626,Ahemdabad,Nirvana Grocer's Paradise,Female,Food and beverages,78.88,2,157.76,01-06-2020,Cash,15%,7.888,9.1,83.6872922,15.96193347,149.872,394.19807
627,Hyderabad,TastyBite Provision Store,Male,Sports and travel,60.87,2,121.74,18-09-2020,Ewallet,15%,6.087,8.7,29.10657971,10.79777632,115.653,262.53596
628,Kanpur,Nature's Bounty Mart,Male,Health and beauty,82.58,10,825.8,04-10-2022,Cash,15%,41.29,5,83.69478241,2.058146002,784.51,7304.28358
629,Surat,MangoTree Grocery Express,Male,Home and lifestyle,53.3,3,159.9,27-04-2022,Ewallet,15%,7.995,7.5,37.5702011,35.79113024,151.905,402.79610
630,Pune,Deshi Dukan Groceries,Female,Fashion accessories,12.09,1,12.09,01-11-2020,Credit card,15%,0.6045,8.2,43.10680836,15.003959,11.4855,13.47860
631,Mumbai,Urban Essentials Superstore,Male,Sports and travel,64.19,10,641.9,13-06-2020,Credit card,15%,32.095,6.7,24.61241917,34.00937542,609.805,4556.23830
632,Delhi,Krishi Kendra Grocers,Male,Electronic accessories,78.31,3,234.93,23-07-2020,Ewallet,15%,11.7465,5.4,53.84862783,42.33035401,223.1835,759.25500
633,Bangalore,SpiceRoots Grocery House,Male,Food and beverages,83.77,2,167.54,18-05-2021,Credit card,15%,8.377,7,29.89764212,4.953128421,159.163,434.20169
634,Kolkata,Farmers' Delight Emporium,Male,Home and lifestyle,99.7,3,299.1,28-08-2021,Ewallet,15%,14.955,4.7,66.29681203,49.01435488,284.145,1148.97770
635,Chennai,Shree Ganesh Provisions,Male,Food and beverages,79.91,3,239.73,31-08-2021,Credit card,15%,11.9865,5,3.630907568,24.67748643,227.7435,785.69949
636,Ahemdabad,HealthyHub Grocery ,Male,Health and beauty,66.47,10,664.7,27-08-2020,Credit card,15%,33.235,5,78.20974016,13.29766987,631.465,4862.04786
637,Hyderabad,Bharat Bazaar,Male,Health and beauty,28.95,7,202.65,12-02-2021,Credit card,15%,10.1325,6,90.57930176,39.79681382,192.5175,592.78671
638,Kanpur,Sapna Supermarket,Female,Electronic accessories,46.2,1,46.2,02-04-2022,Cash,15%,2.31,6.3,69.79078831,18.44871484,43.89,66.47718
639,Surat,FreshBasket Grocery Store,Female,Food and beverages,17.63,5,88.15,13-10-2020,Cash,15%,4.4075,8.5,30.81390784,13.5557678,83.7425,161.96901
640,Pune,Sundar Sweets and Groceries,Male,Fashion accessories,52.42,3,157.26,02-09-2022,Ewallet,15%,7.863,7.5,73.46262783,47.83961625,149.397,392.20172
641,Mumbai,Green Mart Groceries,Female,Food and beverages,98.79,3,296.37,15-08-2022,Ewallet,15%,14.8185,6.4,7.647141521,6.975824396,281.5515,1130.80418
642,Delhi,Indian Spice Bazaar,Female,Electronic accessories,88.55,8,708.4,23-07-2020,Ewallet,15%,35.42,4.7,67.4315179,24.38924019,672.98,5475.79032
643,Bangalore,EcoFresh Grocery Haven,Male,Electronic accessories,55.67,2,111.34,05-01-2021,Ewallet,15%,5.567,6,41.69779113,12.63499317,105.773,229.10766
644,Kolkata,Golden Harvest Provisions,Female,Food and beverages,72.52,8,580.16,12-05-2021,Credit card,15%,29.008,4,31.35451245,0.409358735,551.152,3777.72344
645,Chennai,Sarvodaya Supermart,Male,Electronic accessories,12.05,5,60.25,26-02-2022,Ewallet,15%,3.125,5.5,48.58845878,21.51171245,57.125,94.66781
646,Ahemdabad,Nirvana Grocer's Paradise,Male,Home and lifestyle,19.36,9,174.24,19-08-2021,Ewallet,15%,8.712,8.7,90.25800176,48.23044004,165.528,462.65599
647,Hyderabad,TastyBite Provision Store,Male,Health and beauty,70.21,6,421.26,17-03-2022,Cash,15%,21.063,7.4,61.29608984,45.83391454,400.197,2107.12988
648,Kanpur,Nature's Bounty Mart,Male,Fashion accessories,33.63,1,33.63,31-10-2021,Cash,15%,1.6815,5.6,36.92201046,5.804574471,31.9485,44.37428
649,Surat,MangoTree Grocery Express,Female,Sports and travel,15.49,2,30.98,02-10-2021,Cash,15%,1.549,6.3,98.85845614,45.35219688,29.431,40.09772
650,Pune,Deshi Dukan Groceries,Male,Electronic accessories,24.74,10,247.4,05-03-2020,Cash,15%,12.37,7.1,33.9331489,27.82696458,235.03,828.86422
651,Mumbai,Urban Essentials Superstore,Male,Electronic accessories,75.66,5,378.3,07-06-2021,Ewallet,15%,18.915,7.8,82.01365814,48.03892807,359.385,1737.85346
